loan_id,customer_id,loan_sequence,product_type,ticket_size,tenure_mo,interest_rate_apr,origination_risk_grade,origination_date,origination_cohort,approval_tat_hrs,months_on_book,loan_status,default_flag,value_proxy
L0000262,C000208,1,BNPL,43280,2,26.7,B,2026-05-05,2026-05,11.16,2,Active,0,574
L0000263,C000209,1,BNPL,27020,2,24.38,A,2024-07-27,2024-07,2.06,2,Closed,0,-763
L0000264,C000210,1,BNPL,10764,2,23.03,A,2026-04-01,2026-04,7.21,2,Closed,0,-176
L0000265,C000211,1,BNPL,5220,3,33.05,D,2024-09-17,2024-09,4.76,3,Closed,0,-993
L0000266,C000212,1,Personal,65716,12,20.58,B,2024-07-19,2024-07,3.03,12,Closed,0,1992
L0000267,C000213,1,Personal,118180,11,24.12,C,2025-02-12,2025-02,31.41,11,Closed,0,8059
L0000268,C000213,2,BNPL,50000,2,30.24,C,2025-05-24,2025-05,7.75,2,Closed,0,907
L0000269,C000214,1,BNPL,5040,3,24.5,A,2025-01-16,2025-01,4.16,3,Closed,0,-311
L0000270,C000215,1,Personal,35955,24,15.85,A,2026-01-31,2026-01,2.98,6,Active,0,-142
L0000271,C000216,1,Personal,30000,28,16.17,A,2024-08-12,2024-08,2.9,23,Active,1,-9508
L0000272,C000217,1,Personal,96760,31,23.8,C,2024-10-04,2024-10,43.87,21,Active,0,13764
L0000273,C000218,1,BNPL,19713,3,27.04,B,2025-12-24,2025-12,53.77,3,Closed,0,-912
L0000274,C000219,1,BNPL,26063,3,26.79,B,2026-03-18,2026-03,19.02,3,Closed,0,450
L0000275,C000219,2,Personal,251192,32,19.74,B,2026-05-27,2026-05,10.63,2,Active,0,7134
L0000276,C000220,1,Personal,73181,30,24.57,C,2025-02-01,2025-02,30.98,17,Active,0,9317
L0000277,C000221,1,BNPL,29146,2,32.89,D,2025-04-22,2025-04,5.65,2,Closed,0,-213
L0000278,C000222,1,BNPL,27103,3,27.26,B,2025-08-31,2025-08,37.09,3,Closed,0,-973
L0000279,C000223,1,BNPL,10642,4,26.95,B,2026-02-01,2026-02,20.43,4,Closed,0,-1144
L0000280,C000224,1,Personal,49378,22,24.34,C,2026-05-16,2026-05,33.26,2,Active,0,771
L0000281,C000225,1,BNPL,3347,3,30.22,C,2024-09-05,2024-09,30.04,3,Closed,0,-956
L0000282,C000226,1,SME,542123,34,23.04,D,2025-06-17,2025-06,2.36,13,Active,0,68624
L0000283,C000226,2,BNPL,17820,3,32.88,D,2025-10-08,2025-10,4.01,3,Closed,0,517
L0000284,C000227,1,Personal,84215,26,29.09,D,2025-09-02,2025-09,4.75,1,Closed,0,318
L0000285,C000228,1,Personal,108708,16,28.41,D,2025-12-23,2025-12,1.37,7,Active,0,9047
L0000286,C000229,1,Personal,56157,10,15.99,A,2025-12-22,2025-12,7.0,7,Active,0,1081
L0000287,C000230,1,Personal,97505,14,19.44,B,2025-03-26,2025-03,2.33,7,Closed,0,4084
L0000288,C000231,1,Personal,192053,20,24.21,C,2025-11-03,2025-11,6.9,8,Active,0,14318
L0000289,C000232,1,Personal,62879,26,24.5,C,2025-05-28,2025-05,5.85,11,Closed,0,5661
L0000290,C000233,1,SME,200000,20,17.51,B,2026-04-20,2026-04,2.86,3,Active,0,4078
L0000291,C000234,1,Personal,68661,10,24.22,C,2024-09-07,2024-09,2.79,10,Closed,0,3348
L0000292,C000235,1,Personal,383452,21,31.47,E,2024-11-28,2024-11,2.12,20,Active,0,88157
L0000293,C000236,1,Personal,298821,29,24.26,C,2025-09-10,2025-09,5.46,6,Closed,0,21068
L0000294,C000237,1,Personal,85058,20,20.34,B,2026-03-06,2026-03,2.97,4,Active,0,2630
L0000295,C000238,1,Personal,199677,20,24.31,C,2025-02-14,2025-02,2.69,17,Active,1,25292
L0000296,C000238,2,SME,358948,24,21.93,D,2025-07-25,2025-07,1.81,12,Active,0,34999
L0000297,C000238,3,Personal,175874,31,23.91,C,2026-02-08,2026-02,2.44,5,Active,1,-108142
L0000298,C000239,1,SME,301321,24,20.01,C,2025-08-30,2025-08,6.64,11,Active,0,23016
L0000299,C000240,1,Personal,98715,20,28.3,D,2026-05-20,2026-05,32.49,2,Active,0,3795
L0000300,C000241,1,Personal,73405,22,24.32,C,2025-08-11,2025-08,1.97,11,Active,0,7198
L0000301,C000242,1,Personal,256897,19,20.31,B,2025-05-20,2025-05,13.42,14,Active,0,20975
L0000302,C000243,1,BNPL,9301,3,35.21,E,2026-03-12,2026-03,2.09,3,Closed,0,-1146
L0000303,C000243,2,Personal,32479,22,32.01,E,2026-03-29,2026-03,7.3,4,Active,0,2243
L0000304,C000244,1,Personal,161192,16,16.33,A,2024-08-07,2024-08,3.56,8,Closed,0,5177
L0000305,C000244,2,BNPL,9744,3,23.6,A,2025-05-05,2025-05,0.98,3,Closed,0,-88
L0000306,C000244,3,Personal,327617,19,15.76,A,2025-08-25,2025-08,1.83,11,Active,0,14652
L0000307,C000245,1,Personal,110368,12,28.05,D,2026-04-07,2026-04,40.41,3,Active,0,4608
L0000308,C000246,1,Personal,80987,22,19.76,B,2025-07-20,2025-07,1.03,12,Active,0,4923
L0000309,C000247,1,SME,746278,32,16.65,B,2026-01-30,2026-01,10.54,6,Active,0,30069
L0000310,C000248,1,SME,200000,25,23.38,D,2025-03-17,2025-03,22.2,11,Written-off,1,-111072
L0000311,C000248,2,Personal,84501,17,31.67,E,2025-06-05,2025-06,7.5,7,Written-off,1,-47723
L0000312,C000248,3,Personal,89419,11,28.15,D,2025-12-24,2025-12,16.84,7,Written-off,1,-51396
L0000313,C000249,1,BNPL,15781,4,27.52,B,2025-12-26,2025-12,5.04,4,Closed,0,-940
L0000314,C000250,1,SME,1021835,17,22.87,D,2025-05-20,2025-05,3.92,14,Active,0,97048
L0000315,C000250,2,BNPL,12350,4,32.92,D,2026-04-26,2026-04,2.31,3,Active,1,-4629
L0000316,C000251,1,Personal,157852,19,28.97,D,2025-11-05,2025-11,7.46,8,Active,0,15272
L0000317,C000252,1,Personal,145521,21,15.58,A,2024-08-31,2024-08,16.2,21,Closed,0,6214
L0000318,C000252,2,Personal,60383,29,15.75,A,2025-01-22,2025-01,7.19,3,Closed,0,1341
L0000319,C000252,3,BNPL,4756,6,26.6,B,2025-04-15,2025-04,10.91,6,Closed,0,-298
L0000320,C000253,1,Personal,252253,26,28.25,D,2025-07-18,2025-07,34.84,12,Active,0,37715
L0000321,C000253,2,SME,660000,21,26.06,E,2026-02-22,2026-02,45.83,5,Active,0,46043
L0000322,C000254,1,Personal,52117,21,24.38,C,2026-06-10,2026-06,2.08,1,Active,0,700
L0000323,C000255,1,Personal,62858,25,24.07,C,2026-03-05,2026-03,15.86,4,Active,0,2810
L0000324,C000256,1,Personal,112087,22,19.45,B,2026-03-04,2026-03,7.38,4,Active,0,2632
L0000325,C000257,1,Personal,264115,24,20.01,B,2025-06-03,2025-06,3.61,3,Closed,0,8481
L0000326,C000258,1,Personal,447004,18,24.18,C,2026-06-12,2026-06,2.45,1,Active,0,10602
L0000327,C000259,1,SME,1488005,22,23.74,D,2024-08-13,2024-08,1.58,7,Closed,0,114763
L0000328,C000260,1,BNPL,21457,4,28.82,C,2024-10-23,2024-10,13.07,4,Closed,0,48
L0000329,C000261,1,SME,992449,37,16.53,B,2025-11-24,2025-11,1.65,8,Active,0,46534
L0000330,C000262,1,Personal,145474,26,15.6,A,2025-09-25,2025-09,2.78,10,Active,0,5050
L0000331,C000263,1,Personal,142495,14,24.11,C,2025-11-04,2025-11,21.21,8,Active,0,10602
L0000332,C000264,1,SME,996622,30,17.64,B,2026-05-30,2026-05,5.63,2,Closed,0,23997
L0000333,C000265,1,Personal,159770,15,20.4,B,2025-06-23,2025-06,1.23,13,Active,1,-69145
L0000334,C000266,1,Personal,180430,25,19.63,B,2025-06-06,2025-06,4.46,7,Closed,0,9367
L0000335,C000266,2,Personal,93621,25,20.45,B,2025-08-19,2025-08,5.1,11,Active,0,6964
L0000336,C000267,1,BNPL,41675,3,30.5,C,2024-09-13,2024-09,5.16,3,Closed,0,1441
L0000337,C000268,1,BNPL,15883,6,27.17,B,2025-04-26,2025-04,10.46,6,Closed,0,245
L0000338,C000268,2,Personal,71509,28,20.44,B,2025-06-29,2025-06,12.46,13,Active,0,5936
L0000339,C000269,1,SME,691942,45,17.33,B,2026-05-18,2026-05,23.57,2,Active,0,16357
L0000340,C000270,1,SME,517520,23,14.62,A,2024-09-21,2024-09,1.55,2,Closed,0,10036
L0000341,C000270,2,BNPL,40678,4,24.11,A,2025-04-25,2025-04,0.58,4,Closed,0,561
L0000342,C000271,1,SME,670017,25,16.97,B,2024-12-27,2024-12,1.67,19,Active,0,48257
L0000343,C000272,1,Personal,80905,35,24.38,C,2024-07-30,2024-07,4.0,5,Closed,0,3415
L0000344,C000273,1,BNPL,2000,3,32.7,D,2025-02-12,2025-02,2.3,3,Closed,1,-1401
L0000345,C000274,1,SME,827960,25,22.58,D,2024-11-01,2024-11,0.76,20,Active,0,116217
L0000346,C000275,1,SME,1064135,16,22.29,D,2024-09-08,2024-09,5.77,16,Closed,0,92582
L0000347,C000276,1,Personal,87574,20,27.53,D,2024-08-06,2024-08,10.37,20,Closed,0,13853
L0000348,C000276,2,SME,1380611,28,22.48,D,2025-03-29,2025-03,9.08,16,Active,0,176434
L0000349,C000276,3,SME,2607030,30,23.02,D,2025-08-31,2025-08,36.48,11,Active,0,279572
L0000350,C000277,1,SME,888233,15,17.77,B,2024-12-09,2024-12,5.04,15,Closed,0,49759
L0000351,C000278,1,SME,2007078,33,23.14,D,2025-01-13,2025-01,2.21,18,Active,0,314403
L0000352,C000279,1,SME,1079788,32,16.81,B,2025-04-03,2025-04,7.48,15,Active,0,75420
L0000353,C000280,1,Personal,30000,9,15.48,A,2026-06-05,2026-06,29.32,1,Active,0,-801
L0000354,C000281,1,SME,659636,38,19.6,C,2024-12-23,2024-12,19.56,19,Active,0,87011
L0000355,C000282,1,Personal,76996,10,21.06,B,2024-07-25,2024-07,32.86,2,Closed,0,1046
L0000356,C000283,1,BNPL,4157,3,23.47,A,2024-10-19,2024-10,4.24,3,Closed,0,-803
L0000357,C000284,1,BNPL,9749,4,26.88,B,2026-05-25,2026-05,1.19,2,Active,0,-514
L0000358,C000285,1,SME,338320,13,17.22,B,2025-04-29,2025-04,30.01,13,Closed,0,13702
L0000359,C000285,2,Personal,55466,10,20.32,B,2025-07-05,2025-07,36.41,10,Closed,0,2262
L0000360,C000286,1,Personal,262587,19,19.72,B,2025-12-30,2025-12,56.4,2,Closed,0,6400
L0000361,C000287,1,SME,487058,33,20.37,C,2025-02-28,2025-02,27.13,17,Active,0,54957
L0000362,C000288,1,Personal,45930,15,24.25,C,2024-08-30,2024-08,7.26,12,Closed,0,2146
L0000363,C000289,1,Personal,57343,28,24.93,C,2025-07-01,2025-07,3.26,12,Active,0,6049
L0000364,C000289,2,Personal,222300,18,24.15,C,2025-07-20,2025-07,16.86,12,Active,0,22387
L0000365,C000290,1,Personal,151157,20,24.44,C,2026-01-31,2026-01,1.72,6,Active,0,9801
L0000366,C000291,1,Personal,131480,26,28.06,D,2024-09-10,2024-09,9.8,12,Written-off,1,-57277
L0000367,C000291,2,SME,2779194,38,23.69,D,2025-11-15,2025-11,8.15,8,Active,0,265039
L0000368,C000292,1,BNPL,9154,3,30.18,C,2025-11-24,2025-11,4.75,3,Closed,0,-1336
L0000369,C000293,1,Personal,173999,19,24.15,C,2025-12-20,2025-12,3.9,7,Closed,0,12825
L0000370,C000294,1,BNPL,13191,3,36.1,E,2024-12-12,2024-12,14.83,3,Closed,0,-252
L0000371,C000294,2,Personal,243167,18,32.59,E,2025-06-02,2025-06,15.57,13,Active,0,39994
L0000372,C000294,3,SME,200000,21,25.86,E,2026-01-23,2026-01,15.03,6,Active,0,15887
L0000373,C000295,1,SME,1038114,20,23.45,D,2025-03-27,2025-03,6.67,16,Active,0,119579
L0000374,C000296,1,Personal,301013,29,19.67,B,2024-08-01,2024-08,46.21,23,Active,0,34798
L0000375,C000296,2,BNPL,21324,2,27.37,B,2026-01-14,2026-01,104.04,2,Closed,0,94
L0000376,C000297,1,Personal,212077,17,28.49,D,2025-11-24,2025-11,5.57,8,Active,0,21262
L0000377,C000297,2,Personal,185512,23,28.02,D,2026-03-17,2026-03,2.62,4,Active,0,12382
L0000378,C000298,1,Personal,170709,25,19.95,B,2025-09-30,2025-09,7.34,10,Active,0,11986
L0000379,C000299,1,BNPL,7511,3,26.86,B,2024-11-04,2024-11,25.85,3,Closed,0,-1191
L0000380,C000299,2,Personal,154304,19,18.94,B,2025-03-09,2025-03,50.95,8,Written-off,1,-89237
L0000381,C000299,3,Personal,154797,13,16.24,A,2025-05-19,2025-05,76.54,13,Written-off,1,-82430
L0000382,C000300,1,SME,1678688,39,17.31,B,2024-11-09,2024-11,9.28,14,Written-off,1,-1048328
L0000383,C000301,1,Personal,68739,10,16.52,A,2025-03-28,2025-03,35.73,10,Closed,0,179
L0000384,C000302,1,Personal,60058,28,23.93,C,2025-05-24,2025-05,1.58,14,Active,0,6140
L0000385,C000303,1,SME,1414709,24,19.27,C,2026-05-31,2026-05,144.0,2,Active,0,38792
L0000386,C000304,1,BNPL,6891,4,31.95,D,2025-04-17,2025-04,45.65,4,Closed,1,-3814
L0000387,C000305,1,Personal,53308,17,16.4,A,2025-02-09,2025-02,7.88,17,Closed,0,1131
L0000388,C000306,1,SME,950932,27,20.97,C,2026-02-26,2026-02,4.67,5,Active,0,49165
L0000389,C000307,1,Personal,30000,19,20.69,B,2024-11-14,2024-11,2.88,14,Closed,0,1000
L0000390,C000308,1,BNPL,7258,3,29.42,C,2024-09-10,2024-09,6.31,3,Closed,0,-286
L0000391,C000309,1,BNPL,8123,3,27.41,B,2025-04-20,2025-04,2.36,3,Closed,0,-1787
L0000392,C000310,1,SME,830557,43,18.87,C,2025-12-20,2025-12,1.83,7,Active,1,-582220
L0000393,C000311,1,SME,1752801,26,22.56,D,2024-08-29,2024-08,2.75,23,Active,0,283017
L0000394,C000312,1,SME,251803,34,17.07,B,2025-03-04,2025-03,3.56,16,Active,0,18148
L0000395,C000313,1,BNPL,10466,2,35.56,E,2024-10-31,2024-10,5.01,2,Closed,0,-684
L0000396,C000314,1,Personal,55146,14,25.06,C,2026-04-05,2026-04,6.19,3,Active,0,1656
L0000397,C000315,1,SME,211212,27,22.72,D,2025-12-21,2025-12,1.62,7,Active,0,14566
L0000398,C000315,2,BNPL,26330,4,32.8,D,2026-03-22,2026-03,3.61,4,Active,1,-9328
L0000399,C000316,1,Personal,146694,13,24.43,C,2026-01-20,2026-01,4.49,6,Active,0,8268
L0000400,C000317,1,Personal,62372,7,27.7,D,2026-03-30,2026-03,2.34,4,Active,0,2872
L0000401,C000318,1,BNPL,10723,5,33.29,D,2025-03-19,2025-03,30.84,5,Closed,0,-705
L0000402,C000319,1,SME,883330,23,20.19,C,2026-05-16,2026-05,2.82,2,Active,0,25328
L0000403,C000320,1,SME,2351421,32,13.89,A,2024-09-21,2024-09,21.9,7,Closed,0,69968
L0000404,C000321,1,Personal,125108,11,31.53,E,2025-08-11,2025-08,2.11,11,Active,1,-21705
L0000405,C000322,1,Personal,172745,28,16.17,A,2024-12-25,2024-12,1.3,17,Closed,0,10209
L0000406,C000323,1,SME,924871,23,25.55,E,2026-02-19,2026-02,4.6,5,Active,0,66800
L0000407,C000324,1,BNPL,20541,5,22.99,A,2024-08-19,2024-08,2.38,5,Closed,0,-309
L0000408,C000325,1,SME,200000,29,17.16,B,2025-01-30,2025-01,4.21,18,Active,0,14858
L0000409,C000326,1,SME,349474,30,13.64,A,2025-04-04,2025-04,5.92,15,Active,0,12679
L0000410,C000327,1,Personal,204373,28,19.97,B,2025-07-27,2025-07,3.61,12,Active,0,15897
L0000411,C000328,1,SME,217679,22,23.32,D,2026-05-26,2026-05,1.32,2,Active,0,6822
L0000412,C000329,1,SME,1720847,15,19.7,C,2025-06-08,2025-06,3.46,13,Active,0,120482
L0000413,C000329,2,SME,4836238,28,17.8,B,2025-07-20,2025-07,1.83,12,Active,0,345228
L0000414,C000330,1,Personal,183607,20,24.19,C,2024-07-10,2024-07,3.05,5,Closed,0,9452
L0000415,C000330,2,Personal,204303,23,24.15,C,2024-08-05,2024-08,1.45,8,Closed,0,17968
L0000416,C000330,3,BNPL,10676,3,29.69,C,2025-05-05,2025-05,2.61,3,Closed,0,155
L0000417,C000331,1,BNPL,2739,6,24.54,A,2025-05-20,2025-05,1.65,6,Closed,0,-752
L0000418,C000332,1,BNPL,8670,4,27.26,B,2025-12-21,2025-12,14.05,4,Closed,0,-117
L0000419,C000333,1,BNPL,2942,4,27.25,B,2025-04-28,2025-04,1.83,4,Closed,0,-718
L0000420,C000334,1,Personal,51238,23,27.65,D,2025-09-21,2025-09,3.81,10,Active,0,4775
L0000421,C000335,1,Personal,107818,13,19.69,B,2025-12-16,2025-12,17.79,7,Active,0,4666
L0000422,C000336,1,Personal,137583,25,24.05,C,2024-08-27,2024-08,6.59,23,Active,0,19316
L0000423,C000336,2,SME,319545,36,22.3,D,2026-06-29,2026-06,1.66,1,Active,0,7663
L0000424,C000337,1,Personal,191311,10,20.14,B,2026-04-10,2026-04,16.59,3,Active,0,6195
L0000425,C000338,1,SME,758553,20,14.09,A,2026-04-01,2026-04,5.47,3,Active,0,15418
L0000426,C000339,1,Personal,168606,14,32.44,E,2024-12-14,2024-12,5.59,14,Closed,0,21062
L0000427,C000340,1,Personal,180372,16,19.58,B,2025-02-26,2025-02,15.56,3,Closed,0,5655
L0000428,C000340,2,Personal,54739,28,20.97,B,2025-05-16,2025-05,10.79,14,Active,0,4819
L0000429,C000340,3,SME,5000000,38,17.27,B,2025-11-23,2025-11,19.91,8,Active,0,263946
L0000430,C000341,1,BNPL,13004,3,26.84,B,2025-10-27,2025-10,1.23,3,Closed,0,-439
L0000431,C000342,1,Personal,161089,9,15.7,A,2024-09-04,2024-09,20.52,9,Closed,0,3463
L0000432,C000342,2,Personal,66666,13,15.2,A,2026-02-17,2026-02,31.49,5,Active,0,1513
L0000433,C000343,1,Personal,58276,20,15.8,A,2024-07-06,2024-07,2.98,20,Closed,0,189
L0000434,C000344,1,Personal,185193,28,20.21,B,2026-02-14,2026-02,1.25,5,Active,0,8395
L0000435,C000344,2,SME,839471,22,16.2,B,2026-03-30,2026-03,0.93,4,Active,0,25372
L0000436,C000345,1,Personal,30000,20,32.04,E,2025-06-09,2025-06,3.62,13,Active,0,3447
L0000437,C000346,1,BNPL,7845,3,24.27,A,2024-12-02,2024-12,4.27,3,Closed,0,-416
L0000438,C000346,2,Personal,54804,26,16.57,A,2025-09-18,2025-09,13.61,10,Active,0,2103
L0000439,C000347,1,Personal,81351,17,19.93,B,2024-12-19,2024-12,5.52,16,Closed,0,4202
L0000440,C000348,1,Personal,129602,28,27.06,D,2025-04-03,2025-04,3.19,15,Active,0,20071
L0000441,C000349,1,Personal,170291,26,24.63,C,2024-07-29,2024-07,0.5,18,Closed,0,24747
L0000442,C000349,2,Personal,334381,32,19.58,B,2026-03-30,2026-03,2.99,4,Active,0,13675
L0000443,C000350,1,Personal,35814,15,28.31,D,2026-03-13,2026-03,3.63,4,Active,0,1488
L0000444,C000351,1,SME,1011688,24,19.55,C,2025-11-03,2025-11,3.69,8,Active,0,61971
L0000445,C000351,2,BNPL,7150,4,26.51,B,2026-05-07,2026-05,9.51,2,Active,0,-7
L0000446,C000352,1,BNPL,9693,3,27.07,B,2025-05-11,2025-05,39.28,3,Closed,0,-865
L0000447,C000352,2,SME,1472398,32,16.85,B,2025-05-15,2025-05,51.93,14,Active,0,104040
L0000448,C000352,3,Personal,127373,12,20.32,B,2025-12-31,2025-12,53.35,7,Active,0,6887
L0000449,C000353,1,Personal,115546,13,23.66,C,2026-04-23,2026-04,18.1,3,Active,0,4859
L0000450,C000354,1,BNPL,8354,5,27.73,B,2026-04-06,2026-04,21.07,3,Active,0,-237
L0000451,C000355,1,BNPL,10354,4,26.87,B,2025-10-19,2025-10,44.66,4,Closed,0,-946
L0000452,C000356,1,Personal,51446,24,24.04,C,2026-06-29,2026-06,2.39,1,Active,0,-1
L0000453,C000357,1,Personal,184459,25,20.44,B,2025-10-03,2025-10,3.25,9,Active,0,11598
L0000454,C000358,1,Personal,40048,27,27.72,D,2026-01-27,2026-01,10.86,6,Active,0,2998
L0000455,C000359,1,Personal,320865,17,20.73,B,2024-10-18,2024-10,7.58,17,Closed,0,23592
L0000456,C000360,1,BNPL,7814,3,30.12,C,2024-08-12,2024-08,5.47,3,Closed,0,-129
L0000457,C000361,1,Personal,160858,6,24.2,C,2025-07-02,2025-07,3.69,6,Closed,0,5157
L0000458,C000362,1,Personal,183326,15,23.2,C,2026-03-31,2026-03,22.87,4,Active,0,7570
L0000459,C000363,1,SME,531473,42,19.72,C,2025-01-04,2025-01,0.97,18,Active,0,65777
L0000460,C000364,1,SME,831155,22,26.67,E,2025-07-13,2025-07,2.41,12,Active,1,-393628
L0000461,C000365,1,Personal,58869,24,28.06,D,2025-07-02,2025-07,19.25,12,Active,0,7588
L0000462,C000365,2,BNPL,48984,2,33.14,D,2025-10-29,2025-10,6.2,2,Closed,0,1472
L0000463,C000366,1,Personal,92223,8,20.08,B,2026-06-03,2026-06,9.58,1,Active,0,1752
L0000464,C000367,1,Personal,301376,14,23.77,C,2026-05-26,2026-05,2.49,2,Active,0,9409
L0000465,C000368,1,SME,1036005,22,16.63,B,2024-09-01,2024-09,5.58,22,Active,0,78327
L0000466,C000368,2,BNPL,10752,4,26.43,B,2026-05-28,2026-05,11.64,2,Active,0,140
L0000467,C000368,3,SME,2327491,13,17.49,B,2026-06-28,2026-06,14.31,1,Active,0,46534
L0000468,C000369,1,SME,792895,40,20.51,C,2026-06-02,2026-06,2.89,1,Active,0,17110
L0000469,C000370,1,BNPL,36732,3,33.37,D,2024-09-30,2024-09,4.13,3,Closed,0,-309
L0000470,C000370,2,Personal,97082,20,27.1,D,2025-02-08,2025-02,2.49,17,Active,0,13251
L0000471,C000371,1,BNPL,9382,2,35.46,E,2025-07-01,2025-07,6.98,2,Closed,0,137
L0000472,C000372,1,BNPL,6482,2,29.9,C,2026-04-08,2026-04,7.23,2,Closed,0,-162
L0000473,C000373,1,BNPL,8189,1,30.73,C,2024-11-06,2024-11,2.26,1,Closed,0,-1323
L0000474,C000374,1,Personal,500000,17,27.72,D,2024-12-25,2024-12,13.03,17,Closed,0,68003
L0000475,C000374,2,Personal,62243,16,27.42,D,2026-03-14,2026-03,12.65,4,Active,0,3563
L0000476,C000374,3,Personal,79536,21,27.64,D,2026-06-21,2026-06,10.08,1,Active,0,2207
L0000477,C000375,1,Personal,106311,10,23.42,C,2025-02-25,2025-02,2.06,10,Closed,0,4772
L0000478,C000376,1,BNPL,3351,4,27.09,B,2024-07-13,2024-07,5.67,4,Closed,0,-506
L0000479,C000376,2,BNPL,34285,3,26.76,B,2025-08-30,2025-08,9.81,3,Closed,0,854
L0000480,C000377,1,BNPL,3128,2,35.69,E,2026-04-17,2026-04,3.85,2,Closed,0,-1095
L0000481,C000378,1,SME,511127,30,19.63,C,2026-01-04,2026-01,23.61,6,Active,0,27180
L0000482,C000379,1,SME,200000,19,20.32,C,2025-06-07,2025-06,2.47,13,Active,0,16531
L0000483,C000380,1,BNPL,7098,3,36.17,E,2025-06-23,2025-06,1.9,3,Closed,0,-733
L0000484,C000381,1,Personal,252406,26,15.91,A,2024-11-07,2024-11,5.53,20,Active,0,14902
L0000485,C000382,1,SME,1294275,30,16.01,B,2025-02-25,2025-02,2.26,3,Closed,0,33102
L0000486,C000383,1,Personal,66140,30,20.19,B,2025-02-10,2025-02,2.39,17,Active,0,4750
L0000487,C000384,1,Personal,76991,18,15.99,A,2025-10-01,2025-10,13.46,9,Active,0,2455
L0000488,C000385,1,BNPL,4751,4,26.69,B,2025-05-10,2025-05,3.48,4,Closed,0,-989
L0000489,C000385,2,Personal,89704,18,19.63,B,2025-09-29,2025-09,2.97,10,Active,0,5199
L0000490,C000386,1,BNPL,15617,3,33.6,D,2024-10-11,2024-10,4.0,3,Closed,1,-6901
L0000491,C000386,2,Personal,107846,20,27.53,D,2024-12-13,2024-12,3.88,19,Active,0,21862
L0000492,C000387,1,Personal,211305,15,19.97,B,2025-02-14,2025-02,3.41,9,Written-off,1,-120575
L0000493,C000388,1,Personal,500000,17,19.73,B,2024-08-14,2024-08,4.38,17,Closed,0,35608
L0000494,C000389,1,BNPL,8523,3,30.29,C,2026-02-04,2026-02,7.09,3,Closed,1,-4701
L0000495,C000390,1,BNPL,8973,3,24.98,A,2025-02-11,2025-02,0.77,3,Closed,0,-467
L0000496,C000391,1,Personal,106116,16,27.5,D,2026-04-27,2026-04,69.26,3,Active,0,4525
L0000497,C000392,1,BNPL,9629,4,26.1,B,2025-06-27,2025-06,5.15,4,Closed,0,-243
L0000498,C000393,1,Personal,96201,26,15.87,A,2026-02-11,2026-02,1.49,5,Active,0,2130
L0000499,C000394,1,Personal,66290,9,15.88,A,2025-03-06,2025-03,4.27,9,Closed,0,-236
L0000500,C000395,1,SME,845476,24,17.39,B,2024-08-24,2024-08,0.9,23,Active,0,69417
L0000501,C000396,1,SME,1514092,41,17.03,B,2026-03-21,2026-03,35.42,4,Active,0,50504
L0000502,C000397,1,Personal,77585,22,28.09,D,2026-06-15,2026-06,4.01,1,Active,0,804
L0000503,C000398,1,Personal,183656,27,24.48,C,2025-06-04,2025-06,3.35,13,Active,0,21982
L0000504,C000399,1,SME,342498,28,16.99,B,2025-05-05,2025-05,21.98,13,Closed,0,21206
L0000505,C000400,1,Personal,116433,13,20.99,B,2025-09-22,2025-09,13.18,1,Closed,0,2382
L0000506,C000400,2,BNPL,29915,4,27.62,B,2026-05-15,2026-05,24.18,2,Active,0,622
L0000507,C000401,1,SME,396442,23,25.59,E,2025-03-01,2025-03,4.82,16,Active,0,55282
L0000508,C000401,2,Personal,33557,22,31.71,E,2026-01-21,2026-01,1.93,6,Active,0,3065
L0000509,C000402,1,SME,256277,23,26.18,E,2024-09-14,2024-09,37.44,22,Active,0,39484
L0000510,C000403,1,BNPL,15502,2,29.83,C,2025-04-14,2025-04,5.75,2,Closed,0,-830
L0000511,C000404,1,Personal,168905,16,19.54,B,2024-07-21,2024-07,2.3,4,Closed,0,4779
L0000512,C000405,1,BNPL,50000,3,26.66,B,2024-08-27,2024-08,1.16,3,Closed,0,244
L0000513,C000406,1,SME,307233,19,13.94,A,2025-11-17,2025-11,6.93,8,Active,0,8883
L0000514,C000407,1,BNPL,15709,3,33.13,D,2025-10-01,2025-10,21.46,3,Closed,0,-696
L0000515,C000408,1,Personal,411611,24,27.52,D,2024-10-17,2024-10,2.19,13,Closed,0,62180
L0000516,C000409,1,SME,306712,13,19.99,C,2024-11-29,2024-11,35.34,13,Closed,0,16517
L0000517,C000410,1,Personal,54879,18,23.95,C,2025-01-30,2025-01,7.74,18,Active,0,5926
L0000518,C000411,1,Personal,162353,26,23.27,C,2024-07-17,2024-07,5.28,24,Active,0,22858
L0000519,C000411,2,Personal,169775,12,24.18,C,2025-12-18,2025-12,5.46,7,Active,0,10989
L0000520,C000412,1,SME,1626059,24,25.63,E,2024-08-07,2024-08,40.76,23,Active,0,288422
L0000521,C000413,1,BNPL,6436,3,25.69,B,2025-11-15,2025-11,2.08,3,Closed,0,-1352
L0000522,C000413,2,Personal,92395,17,24.32,C,2025-12-30,2025-12,5.81,7,Active,0,6514
L0000523,C000414,1,Personal,91782,17,19.72,B,2024-12-22,2024-12,2.03,17,Closed,0,4699
L0000524,C000414,2,SME,926325,18,17.04,B,2025-11-20,2025-11,5.76,8,Active,0,42026
L0000525,C000415,1,BNPL,10206,3,29.34,C,2026-03-07,2026-03,4.3,3,Closed,0,-1443
