customer_id,region_type,income_proxy_band,employment_type,age,first_time_borrower,credit_quality_indicator,acquisition_channel,cac
C000440,Rural,Low,Gig,24,1,C,Partner-embedded,590
C000441,Semi-urban,Mid,Salaried,25,0,A,DSA,1006
C000442,Urban,Mid,Salaried,22,0,D,Digital ads,1275
C000443,Urban,Mid,Salaried,34,0,B,Digital ads,1145
C000444,Urban,Mid,Informal,28,0,A,Partner-embedded,671
C000445,Urban,Mid,Informal,48,0,C,Referral,360
C000446,Urban,Low,Self-employed,47,0,C,Partner-embedded,517
C000447,Urban,Mid,Informal,35,0,C,Partner-embedded,661
C000448,Urban,High,Salaried,34,0,A,DSA,1045
C000449,Urban,High,Salaried,27,1,B,Referral,242
C000450,Semi-urban,Mid,Self-employed,25,0,C,Digital ads,1245
C000451,Urban,Low,Salaried,19,1,B,Partner-embedded,602
C000452,Semi-urban,High,Gig,23,0,C,Partner-embedded,544
C000453,Urban,Mid,Salaried,48,0,B,Digital ads,1449
C000454,Urban,Mid,Self-employed,32,0,C,Referral,373
C000455,Semi-urban,Low,Salaried,26,1,D,Digital ads,903
C000456,Urban,High,Gig,33,0,B,Digital ads,1189
C000457,Rural,High,Salaried,30,0,B,Referral,249
C000458,Semi-urban,Low,Salaried,34,0,D,Digital ads,883
C000459,Semi-urban,Mid,Self-employed,20,0,B,DSA,1289
C000460,Semi-urban,Mid,Informal,38,0,C,Referral,350
C000461,Urban,Mid,Self-employed,58,0,B,Referral,265
C000462,Urban,Low,Gig,21,1,B,Organic,193
C000463,Urban,Mid,Self-employed,33,1,D,Partner-embedded,643
C000464,Urban,Mid,Salaried,26,1,C,Digital ads,1237
C000465,Semi-urban,Low,Salaried,49,1,C,Digital ads,1394
C000466,Semi-urban,Low,Salaried,32,0,B,Referral,307
C000467,Urban,Mid,Gig,41,0,E,Digital ads,991
C000468,Urban,High,Self-employed,22,0,B,Digital ads,1722
C000469,Urban,High,Gig,20,1,A,Partner-embedded,968
C000470,Semi-urban,Mid,Self-employed,28,1,C,Partner-embedded,618
C000471,Urban,Mid,Gig,25,1,B,Digital ads,925
C000472,Urban,Low,Self-employed,29,0,B,Digital ads,1237
C000473,Semi-urban,High,Salaried,55,0,B,Digital ads,917
C000474,Urban,Mid,Salaried,27,0,A,Partner-embedded,515
C000475,Urban,Mid,Salaried,26,1,B,Partner-embedded,702
C000476,Rural,Mid,Gig,53,0,B,Referral,178
C000477,Semi-urban,High,Salaried,30,0,B,Partner-embedded,409
C000478,Urban,Mid,Gig,49,1,B,Partner-embedded,555
C000479,Urban,Low,Salaried,35,0,C,Digital ads,1302
C000480,Semi-urban,Low,Salaried,31,0,C,Digital ads,1655
C000481,Urban,Mid,Salaried,39,0,B,Referral,254
C000482,Semi-urban,Mid,Salaried,39,0,B,Digital ads,1094
C000483,Urban,Low,Salaried,48,0,B,Organic,128
C000484,Urban,Mid,Self-employed,29,1,C,Digital ads,1344
C000485,Rural,Mid,Self-employed,53,0,D,DSA,1091
C000486,Semi-urban,Mid,Gig,36,0,C,Digital ads,1347
C000487,Urban,Low,Self-employed,47,0,B,Digital ads,1641
C000488,Urban,Low,Salaried,24,0,A,DSA,951
C000489,Rural,Low,Salaried,24,0,B,DSA,1232
C000490,Semi-urban,Mid,Salaried,41,0,C,Partner-embedded,660
C000491,Semi-urban,Mid,Self-employed,30,0,C,Organic,135
C000492,Semi-urban,Mid,Gig,53,0,D,Partner-embedded,495
C000493,Semi-urban,Mid,Gig,25,0,D,DSA,1302
C000494,Semi-urban,High,Self-employed,27,0,D,Referral,272
C000495,Urban,Low,Gig,42,1,A,Digital ads,1364
C000496,Semi-urban,Mid,Self-employed,42,0,C,DSA,1135
C000497,Semi-urban,Low,Gig,39,0,D,Digital ads,1382
C000498,Urban,Mid,Informal,22,1,D,DSA,777
C000499,Urban,Low,Salaried,49,0,C,Partner-embedded,600
C000500,Urban,Low,Salaried,24,1,A,Digital ads,1236
C000501,Urban,Mid,Informal,35,0,B,Referral,229
C000502,Semi-urban,Mid,Self-employed,27,1,E,Digital ads,1016
C000503,Semi-urban,Mid,Salaried,28,1,D,Partner-embedded,504
C000504,Urban,High,Salaried,30,0,A,Referral,246
C000505,Semi-urban,Mid,Self-employed,25,0,C,Digital ads,1208
C000506,Semi-urban,Low,Self-employed,63,0,D,DSA,1051
C000507,Urban,Mid,Self-employed,33,0,D,Digital ads,1415
C000508,Semi-urban,High,Self-employed,20,0,A,Organic,128
C000509,Urban,Mid,Self-employed,40,0,A,Partner-embedded,546
C000510,Urban,High,Salaried,28,0,A,Partner-embedded,620
C000511,Urban,High,Informal,24,0,D,Partner-embedded,540
C000512,Semi-urban,High,Salaried,29,0,A,Digital ads,971
C000513,Semi-urban,Low,Informal,40,0,D,Digital ads,1004
C000514,Semi-urban,Mid,Salaried,26,0,C,DSA,1285
C000515,Rural,Low,Self-employed,27,1,E,Digital ads,1322
C000516,Semi-urban,Mid,Self-employed,39,0,B,Partner-embedded,620
C000517,Semi-urban,Low,Self-employed,31,0,D,Partner-embedded,850
C000518,Urban,Low,Salaried,20,1,B,DSA,938
C000519,Rural,Mid,Informal,26,1,B,Organic,227
C000520,Rural,Low,Self-employed,49,1,A,Referral,387
C000521,Semi-urban,Mid,Self-employed,26,0,A,Partner-embedded,482
C000522,Rural,Low,Gig,22,0,D,Digital ads,1371
C000523,Rural,Mid,Self-employed,27,1,C,DSA,860
C000524,Urban,Low,Self-employed,34,0,D,Digital ads,1291
C000525,Urban,Low,Self-employed,25,0,E,Digital ads,1415
C000526,Semi-urban,Low,Salaried,31,1,B,Digital ads,1629
C000527,Rural,Mid,Self-employed,20,0,C,Digital ads,1312
C000528,Semi-urban,Mid,Salaried,38,1,C,Partner-embedded,436
C000529,Semi-urban,Low,Informal,30,1,E,Referral,221
C000530,Semi-urban,Mid,Gig,33,1,B,Organic,167
C000531,Rural,Low,Salaried,21,1,C,Partner-embedded,634
C000532,Urban,High,Salaried,38,1,B,Referral,293
C000533,Semi-urban,Low,Salaried,29,0,E,Digital ads,1352
C000534,Urban,High,Informal,56,0,E,Referral,323
C000535,Semi-urban,Mid,Gig,45,0,A,Referral,290
C000536,Urban,Low,Gig,29,0,A,Digital ads,1400
C000537,Semi-urban,Low,Salaried,26,0,C,DSA,691
C000538,Semi-urban,High,Informal,21,1,C,Referral,276
C000539,Semi-urban,High,Salaried,62,0,C,Digital ads,1069
C000540,Semi-urban,High,Gig,29,0,D,Organic,137
C000541,Semi-urban,Mid,Self-employed,33,1,D,Partner-embedded,562
C000542,Urban,Mid,Salaried,31,0,A,Organic,154
C000543,Urban,Mid,Salaried,43,0,B,Organic,133
C000544,Urban,High,Self-employed,54,0,A,Partner-embedded,576
C000545,Semi-urban,Low,Informal,40,1,E,Partner-embedded,567
C000546,Semi-urban,Mid,Salaried,29,0,C,Digital ads,1260
C000547,Urban,Mid,Gig,56,0,E,Digital ads,1072
C000548,Urban,Mid,Salaried,40,0,B,Partner-embedded,575
C000549,Urban,High,Salaried,28,0,B,Digital ads,1311
C000550,Semi-urban,Mid,Informal,44,0,A,Digital ads,1287
C000551,Semi-urban,High,Salaried,28,0,E,Digital ads,1091
C000552,Semi-urban,Mid,Salaried,32,1,D,Partner-embedded,468
C000553,Semi-urban,Mid,Self-employed,26,0,A,Organic,166
C000554,Semi-urban,Low,Gig,31,0,B,Digital ads,1063
C000555,Urban,Mid,Salaried,29,1,D,Referral,357
C000556,Rural,Mid,Salaried,41,0,B,DSA,1094
C000557,Urban,Mid,Salaried,27,1,C,Digital ads,1130
C000558,Rural,Mid,Salaried,21,1,B,Partner-embedded,539
C000559,Semi-urban,Low,Gig,36,0,D,Digital ads,949
C000560,Urban,High,Informal,28,0,B,DSA,1578
C000561,Urban,Low,Salaried,36,0,B,Referral,290
C000562,Urban,Low,Gig,30,1,E,Digital ads,1025
C000563,Semi-urban,Mid,Salaried,34,0,C,Partner-embedded,706
C000564,Semi-urban,High,Informal,28,1,C,DSA,1008
C000565,Semi-urban,Low,Salaried,27,1,C,Digital ads,1293
C000566,Urban,Mid,Salaried,29,0,B,Organic,196
C000567,Urban,Mid,Gig,44,0,C,Partner-embedded,588
C000568,Urban,Low,Salaried,23,0,C,Digital ads,1302
C000569,Urban,Mid,Self-employed,21,1,B,Referral,336
C000570,Urban,Mid,Salaried,49,1,B,DSA,916
C000571,Urban,Low,Informal,51,0,B,Digital ads,1111
C000572,Urban,High,Salaried,44,0,B,Referral,338
C000573,Urban,Mid,Salaried,25,1,C,DSA,1042
C000574,Urban,Low,Gig,39,1,C,Partner-embedded,697
C000575,Urban,Low,Self-employed,20,1,A,Organic,183
C000576,Semi-urban,Low,Informal,24,0,E,Referral,293
C000577,Semi-urban,Mid,Salaried,27,0,B,Referral,266
C000578,Semi-urban,Low,Salaried,46,1,D,Partner-embedded,477
C000579,Rural,Mid,Salaried,47,0,C,Organic,154
C000580,Semi-urban,Low,Informal,30,1,B,Referral,402
C000581,Rural,Mid,Salaried,26,0,B,Digital ads,1099
C000582,Rural,Mid,Gig,44,1,D,Partner-embedded,562
C000583,Semi-urban,Mid,Self-employed,20,1,B,Partner-embedded,629
C000584,Urban,Mid,Informal,20,0,C,DSA,1101
C000585,Semi-urban,Mid,Self-employed,31,0,A,Partner-embedded,622
C000586,Rural,Low,Self-employed,35,0,C,Organic,114
C000587,Semi-urban,Low,Salaried,30,0,C,DSA,1196
C000588,Urban,Mid,Salaried,37,0,B,Partner-embedded,764
C000589,Urban,Mid,Gig,42,0,B,Referral,484
C000590,Semi-urban,Low,Informal,32,0,C,DSA,1477
C000591,Semi-urban,Mid,Informal,42,0,B,Referral,275
C000592,Semi-urban,Mid,Salaried,22,0,D,Digital ads,1141
C000593,Urban,Low,Salaried,28,0,A,Partner-embedded,540
C000594,Urban,Mid,Self-employed,60,1,B,Referral,393
C000595,Semi-urban,Mid,Informal,42,1,D,DSA,893
C000596,Semi-urban,Mid,Informal,25,1,E,DSA,1304
C000597,Semi-urban,High,Salaried,28,0,C,Referral,214
C000598,Semi-urban,Mid,Self-employed,21,0,C,Digital ads,894
C000599,Urban,Mid,Gig,33,1,E,Referral,274
C000600,Semi-urban,Low,Gig,40,0,B,Partner-embedded,805
C000601,Urban,Mid,Salaried,33,1,C,Digital ads,1624
C000602,Semi-urban,Mid,Salaried,25,0,A,Partner-embedded,803
C000603,Semi-urban,Low,Self-employed,22,0,B,Digital ads,1040
C000604,Semi-urban,Low,Salaried,27,1,C,Digital ads,1248
C000605,Urban,Low,Gig,22,0,C,Partner-embedded,654
C000606,Urban,Low,Gig,31,0,C,Partner-embedded,519
C000607,Semi-urban,Low,Salaried,25,0,D,DSA,737
C000608,Semi-urban,Low,Informal,51,0,C,Referral,301
C000609,Rural,Mid,Gig,24,1,E,DSA,960
C000610,Urban,Mid,Self-employed,28,1,B,Partner-embedded,657
C000611,Semi-urban,High,Self-employed,33,0,B,DSA,1055
C000612,Semi-urban,High,Self-employed,39,0,B,Referral,266
C000613,Semi-urban,Mid,Salaried,26,1,B,Digital ads,1223
C000614,Urban,Mid,Salaried,23,0,B,Referral,268
C000615,Semi-urban,Mid,Salaried,27,1,C,Partner-embedded,597
C000616,Semi-urban,Low,Salaried,21,1,E,Referral,318
C000617,Urban,Mid,Salaried,28,0,C,Digital ads,806
C000618,Urban,Low,Self-employed,52,1,C,Digital ads,980
C000619,Semi-urban,Mid,Salaried,34,0,B,Organic,130
C000620,Urban,High,Self-employed,23,0,B,Partner-embedded,496
C000621,Semi-urban,Low,Gig,21,0,D,DSA,816
C000622,Semi-urban,Mid,Salaried,43,0,A,Referral,339
C000623,Urban,Mid,Self-employed,31,0,E,Digital ads,1267
C000624,Semi-urban,Mid,Salaried,31,1,D,Digital ads,859
C000625,Urban,Mid,Informal,24,1,E,Digital ads,1082
C000626,Urban,Mid,Self-employed,45,0,C,Digital ads,1357
C000627,Urban,Mid,Salaried,52,0,A,Referral,381
C000628,Urban,Mid,Salaried,48,1,A,Digital ads,1233
C000629,Urban,Mid,Gig,31,1,C,DSA,1388
C000630,Semi-urban,High,Self-employed,24,0,D,Partner-embedded,647
C000631,Urban,Low,Gig,55,0,B,Partner-embedded,727
C000632,Semi-urban,Low,Salaried,27,0,B,DSA,1080
C000633,Semi-urban,Mid,Self-employed,24,0,E,Partner-embedded,691
C000634,Urban,Low,Informal,24,1,C,Digital ads,1392
C000635,Semi-urban,Mid,Self-employed,28,0,A,DSA,914
C000636,Rural,High,Informal,20,1,C,Digital ads,787
C000637,Urban,Mid,Salaried,34,0,D,Digital ads,1556
C000638,Semi-urban,Low,Informal,35,0,D,Partner-embedded,608
C000639,Semi-urban,Low,Salaried,27,1,E,Partner-embedded,580
C000640,Semi-urban,Mid,Salaried,32,1,C,DSA,1341
C000641,Urban,Low,Salaried,22,1,B,DSA,1485
C000642,Urban,Mid,Self-employed,37,0,C,DSA,1334
C000643,Semi-urban,High,Self-employed,22,0,B,Digital ads,996
C000644,Urban,High,Informal,29,0,D,Partner-embedded,681
C000645,Rural,Low,Salaried,42,0,D,Digital ads,1616
C000646,Urban,Mid,Gig,31,0,C,Referral,303
C000647,Semi-urban,Mid,Gig,33,0,D,Referral,247
C000648,Rural,Mid,Salaried,30,0,C,Referral,228
C000649,Semi-urban,Mid,Self-employed,31,0,B,Digital ads,1193
C000650,Semi-urban,High,Salaried,39,0,B,Referral,352
C000651,Semi-urban,Low,Salaried,28,0,C,Digital ads,1344
C000652,Urban,High,Informal,55,0,B,Digital ads,986
C000653,Urban,Mid,Salaried,22,1,A,Digital ads,1108
C000654,Rural,Mid,Salaried,25,1,D,Partner-embedded,588
C000655,Urban,Mid,Salaried,26,0,C,Referral,393
C000656,Semi-urban,High,Gig,44,0,C,Digital ads,1315
C000657,Rural,Mid,Salaried,30,0,C,DSA,967
C000658,Urban,Low,Informal,51,0,C,Organic,149
C000659,Urban,Low,Salaried,23,0,B,Partner-embedded,551
C000660,Urban,Low,Self-employed,26,0,B,Referral,251
C000661,Semi-urban,Low,Salaried,27,1,E,DSA,852
C000662,Semi-urban,High,Self-employed,30,1,C,Digital ads,1147
C000663,Urban,Mid,Self-employed,32,1,A,Referral,342
C000664,Urban,Low,Informal,64,0,D,DSA,1121
C000665,Semi-urban,Low,Salaried,28,0,B,DSA,1068
C000666,Urban,High,Self-employed,31,1,D,Digital ads,1437
C000667,Urban,Low,Salaried,24,1,B,Referral,285
C000668,Semi-urban,High,Self-employed,23,1,B,Partner-embedded,509
C000669,Rural,Low,Gig,42,0,A,Digital ads,1133
C000670,Rural,Low,Salaried,26,0,C,Partner-embedded,723
C000671,Semi-urban,High,Gig,23,1,C,DSA,1123
C000672,Semi-urban,Low,Salaried,45,1,A,Digital ads,929
C000673,Urban,Mid,Self-employed,31,0,A,Partner-embedded,698
C000674,Semi-urban,Mid,Self-employed,33,0,D,DSA,1034
C000675,Semi-urban,Mid,Salaried,38,0,B,Digital ads,1350
C000676,Rural,Low,Self-employed,36,0,B,Referral,322
C000677,Urban,High,Gig,28,1,D,DSA,1036
C000678,Rural,Mid,Self-employed,27,0,B,Digital ads,1112
C000679,Semi-urban,High,Self-employed,27,1,C,Digital ads,923
C000680,Semi-urban,Mid,Salaried,30,0,A,Digital ads,1434
C000681,Urban,High,Gig,20,1,B,Partner-embedded,554
C000682,Urban,Mid,Salaried,24,0,A,Partner-embedded,729
C000683,Semi-urban,Low,Self-employed,33,1,C,Partner-embedded,646
C000684,Semi-urban,Low,Gig,28,0,D,Partner-embedded,539
C000685,Urban,Mid,Salaried,20,0,E,Digital ads,1159
C000686,Urban,Low,Self-employed,30,1,C,DSA,857
C000687,Rural,Mid,Salaried,37,1,B,Digital ads,1024
C000688,Rural,Low,Salaried,22,0,D,Referral,258
C000689,Rural,Low,Gig,42,0,C,Referral,464
C000690,Semi-urban,Low,Self-employed,31,0,C,Partner-embedded,602
C000691,Semi-urban,Mid,Gig,23,0,B,Partner-embedded,536
C000692,Urban,Mid,Gig,56,1,B,Digital ads,1182
C000693,Urban,Mid,Salaried,29,0,C,Digital ads,772
C000694,Semi-urban,High,Salaried,58,1,A,Digital ads,1340
C000695,Semi-urban,High,Gig,26,0,B,Digital ads,846
C000696,Semi-urban,Mid,Self-employed,26,1,C,Organic,158
C000697,Semi-urban,Mid,Salaried,35,1,B,Digital ads,1210
C000698,Rural,Mid,Salaried,31,1,B,Digital ads,1353
C000699,Semi-urban,Mid,Salaried,25,0,B,Digital ads,1178
C000700,Rural,Mid,Salaried,27,0,B,Partner-embedded,507
C000701,Semi-urban,Low,Salaried,24,1,B,Partner-embedded,484
C000702,Urban,Low,Informal,33,0,B,Digital ads,1420
C000703,Urban,High,Self-employed,28,0,A,Digital ads,1152
C000704,Semi-urban,High,Salaried,32,1,C,Partner-embedded,521
C000705,Urban,Low,Gig,22,1,C,Digital ads,1562
C000706,Urban,High,Salaried,21,0,C,Organic,134
C000707,Semi-urban,Low,Salaried,33,0,D,DSA,1290
C000708,Semi-urban,Mid,Self-employed,57,0,D,DSA,1029
C000709,Semi-urban,High,Self-employed,34,0,C,Digital ads,1002
C000710,Rural,High,Salaried,30,0,D,Organic,179
C000711,Urban,Mid,Salaried,27,1,E,Digital ads,1302
C000712,Semi-urban,Mid,Salaried,40,0,C,DSA,928
C000713,Urban,Low,Salaried,43,1,C,Partner-embedded,686
C000714,Urban,Mid,Salaried,25,0,D,Partner-embedded,722
C000715,Semi-urban,Mid,Self-employed,39,1,D,Digital ads,1093
C000716,Semi-urban,Mid,Self-employed,32,1,A,Digital ads,1159
C000717,Urban,Low,Self-employed,33,0,B,Digital ads,998
C000718,Urban,Low,Salaried,26,0,B,DSA,767
C000719,Urban,Mid,Informal,21,0,B,DSA,1140
C000720,Rural,High,Self-employed,31,0,B,Digital ads,1203
C000721,Rural,Low,Salaried,23,1,B,Digital ads,1473
C000722,Semi-urban,Low,Salaried,35,0,E,Partner-embedded,742
C000723,Semi-urban,Mid,Gig,35,1,A,Organic,150
C000724,Rural,Mid,Salaried,39,0,D,Digital ads,1276
C000725,Urban,Mid,Salaried,38,0,C,DSA,1175
C000726,Rural,Mid,Self-employed,22,0,D,Digital ads,1361
C000727,Urban,Mid,Salaried,23,0,B,Referral,216
C000728,Semi-urban,Mid,Salaried,26,0,C,Digital ads,858
C000729,Rural,Mid,Gig,25,1,C,Partner-embedded,754
C000730,Urban,Mid,Salaried,21,0,D,Digital ads,894
C000731,Urban,Low,Salaried,46,1,B,DSA,1149
C000732,Rural,Low,Gig,34,1,E,Referral,308
C000733,Semi-urban,High,Salaried,45,0,A,DSA,1012
C000734,Urban,Mid,Salaried,32,0,B,Partner-embedded,408
C000735,Rural,Low,Salaried,22,1,B,DSA,980
C000736,Semi-urban,Low,Salaried,32,0,C,Partner-embedded,553
C000737,Urban,Low,Self-employed,53,1,D,Partner-embedded,535
C000738,Urban,Mid,Salaried,25,0,B,Partner-embedded,579
C000739,Semi-urban,Mid,Self-employed,28,1,B,Referral,300
C000740,Urban,Low,Salaried,22,0,D,Referral,313
C000741,Urban,Low,Salaried,26,0,B,Partner-embedded,530
C000742,Semi-urban,High,Self-employed,39,1,B,Partner-embedded,782
C000743,Urban,Low,Self-employed,53,0,C,Referral,348
C000744,Semi-urban,Low,Salaried,38,0,B,Referral,255
C000745,Semi-urban,Mid,Gig,26,0,B,Digital ads,1016
C000746,Semi-urban,Mid,Gig,33,0,C,Organic,110
C000747,Urban,Mid,Self-employed,34,0,C,Digital ads,1328
C000748,Urban,Mid,Salaried,29,1,A,Organic,146
C000749,Urban,Mid,Self-employed,28,1,C,Partner-embedded,724
C000750,Rural,High,Salaried,25,1,C,Partner-embedded,840
C000751,Urban,Low,Gig,41,1,C,Referral,337
C000752,Urban,Low,Informal,19,0,D,Digital ads,1242
C000753,Semi-urban,Mid,Self-employed,38,0,B,Digital ads,1201
C000754,Semi-urban,Mid,Self-employed,33,1,D,Referral,379
C000755,Urban,Mid,Self-employed,38,1,E,Digital ads,1521
C000756,Urban,Low,Salaried,47,0,E,Partner-embedded,627
C000757,Urban,Low,Salaried,45,0,A,DSA,1136
C000758,Semi-urban,Low,Gig,23,0,D,Partner-embedded,359
C000759,Rural,Low,Self-employed,34,0,D,Digital ads,942
C000760,Rural,Low,Salaried,39,1,E,Referral,150
C000761,Urban,Mid,Self-employed,26,1,D,Partner-embedded,802
C000762,Rural,Mid,Salaried,30,0,B,Digital ads,1290
C000763,Urban,Mid,Gig,24,0,E,DSA,1238
C000764,Urban,Low,Informal,49,1,D,Partner-embedded,603
C000765,Rural,Mid,Self-employed,30,0,A,Digital ads,892
C000766,Urban,Mid,Salaried,36,1,D,Partner-embedded,660
C000767,Rural,Low,Salaried,58,1,A,Digital ads,935
C000768,Rural,Mid,Informal,26,0,B,Organic,195
C000769,Urban,High,Salaried,30,1,C,Digital ads,1341
C000770,Semi-urban,High,Self-employed,38,0,C,DSA,1364
C000771,Rural,Mid,Salaried,37,0,A,Digital ads,911
C000772,Urban,Low,Gig,20,0,E,Organic,163
C000773,Semi-urban,Low,Salaried,28,0,C,Partner-embedded,591
C000774,Urban,Low,Informal,23,0,E,Referral,370
C000775,Urban,Low,Salaried,38,1,C,Digital ads,1519
C000776,Semi-urban,Mid,Self-employed,22,1,A,Partner-embedded,620
C000777,Rural,Low,Gig,22,1,B,Partner-embedded,626
C000778,Urban,Mid,Salaried,58,0,B,Referral,343
C000779,Urban,High,Self-employed,20,0,C,Partner-embedded,483
C000780,Semi-urban,Mid,Self-employed,20,0,B,DSA,562
C000781,Semi-urban,Low,Salaried,44,0,B,Digital ads,1284
C000782,Semi-urban,Low,Self-employed,22,0,C,DSA,794
C000783,Urban,Mid,Self-employed,38,0,A,Organic,141
C000784,Urban,High,Salaried,41,0,A,Digital ads,1177
C000785,Urban,Low,Gig,21,0,D,Partner-embedded,665
C000786,Urban,Mid,Salaried,23,0,A,DSA,935
C000787,Semi-urban,Mid,Salaried,39,0,A,Digital ads,1462
C000788,Semi-urban,Low,Salaried,32,1,C,Partner-embedded,497
C000789,Rural,Mid,Salaried,25,1,B,Partner-embedded,427
C000790,Urban,Mid,Gig,30,0,C,Digital ads,809
C000791,Semi-urban,Low,Self-employed,40,0,C,Digital ads,1059
C000792,Semi-urban,Mid,Salaried,44,1,A,Organic,211
C000793,Rural,Low,Salaried,28,0,C,Partner-embedded,685
C000794,Urban,Low,Salaried,22,1,C,Digital ads,1449
C000795,Semi-urban,Mid,Salaried,28,0,A,DSA,894
C000796,Rural,Low,Salaried,24,0,B,Organic,162
C000797,Urban,Low,Gig,41,1,C,Partner-embedded,447
C000798,Urban,Low,Salaried,39,1,B,Digital ads,1072
C000799,Urban,Mid,Salaried,25,1,A,Organic,168
C000800,Urban,Low,Salaried,40,0,C,Digital ads,1544
C000801,Semi-urban,Mid,Gig,35,0,C,Digital ads,1239
C000802,Urban,Mid,Self-employed,28,1,D,Referral,274
C000803,Urban,Mid,Gig,27,0,B,Digital ads,988
C000804,Urban,Low,Self-employed,23,0,D,Digital ads,1091
C000805,Semi-urban,Mid,Gig,29,0,B,Digital ads,1528
C000806,Semi-urban,Mid,Salaried,34,0,B,Partner-embedded,657
C000807,Urban,Mid,Informal,32,1,B,DSA,1372
C000808,Urban,Mid,Gig,22,0,C,Partner-embedded,530
C000809,Urban,High,Self-employed,30,1,A,DSA,1125
C000810,Semi-urban,Mid,Salaried,28,0,E,Partner-embedded,771
C000811,Urban,Low,Self-employed,19,1,B,Partner-embedded,647
C000812,Semi-urban,High,Salaried,21,1,B,Partner-embedded,690
C000813,Urban,Mid,Self-employed,26,0,C,DSA,910
C000814,Semi-urban,Low,Self-employed,29,1,C,Partner-embedded,698
C000815,Semi-urban,Low,Salaried,27,0,E,Partner-embedded,746
C000816,Urban,High,Salaried,35,0,A,Organic,153
C000817,Semi-urban,Mid,Informal,24,1,E,Organic,156
C000818,Semi-urban,Low,Self-employed,49,0,C,DSA,1415
C000819,Urban,Mid,Salaried,33,0,B,Digital ads,1165
C000820,Urban,Mid,Informal,18,1,A,Digital ads,1164
C000821,Urban,Mid,Salaried,38,1,B,Digital ads,1404
C000822,Semi-urban,Low,Salaried,23,0,C,Digital ads,1301
C000823,Urban,Low,Informal,22,0,D,Partner-embedded,539
C000824,Semi-urban,Mid,Informal,20,0,C,Referral,325
C000825,Urban,High,Salaried,36,0,A,Partner-embedded,553
C000826,Urban,Low,Self-employed,33,0,B,Referral,348
C000827,Urban,Mid,Informal,24,0,B,Organic,155
C000828,Semi-urban,Mid,Salaried,28,1,B,Digital ads,1025
C000829,Rural,Low,Informal,25,0,E,Partner-embedded,569
C000830,Rural,High,Gig,24,0,D,Digital ads,1538
C000831,Urban,Mid,Gig,18,1,C,Referral,333
C000832,Semi-urban,Mid,Gig,28,1,B,Organic,158
C000833,Urban,High,Informal,48,0,B,Partner-embedded,452
C000834,Urban,Mid,Gig,52,0,B,DSA,1255
C000835,Semi-urban,High,Gig,35,1,A,Digital ads,981
C000836,Rural,Low,Salaried,54,0,C,Organic,106
C000837,Semi-urban,Mid,Self-employed,36,0,B,Digital ads,1123
C000838,Urban,Mid,Salaried,27,0,A,Referral,285
C000839,Semi-urban,High,Salaried,40,0,D,Digital ads,1370
C000840,Urban,High,Salaried,39,1,C,Digital ads,1269
C000841,Urban,Mid,Self-employed,27,1,B,Referral,261
C000842,Urban,Mid,Gig,49,0,D,Digital ads,1389
C000843,Rural,High,Self-employed,28,0,C,Digital ads,1208
C000844,Urban,High,Gig,35,0,B,DSA,927
C000845,Urban,Low,Gig,26,0,B,Digital ads,1358
C000846,Semi-urban,Low,Self-employed,29,0,C,DSA,1068
C000847,Semi-urban,Low,Salaried,20,1,E,DSA,940
C000848,Urban,Mid,Salaried,22,0,A,Digital ads,787
C000849,Semi-urban,Low,Salaried,30,1,A,Digital ads,1925
C000850,Semi-urban,Mid,Informal,27,0,C,Digital ads,1362
C000851,Urban,High,Gig,51,0,B,Digital ads,1077
C000852,Semi-urban,Low,Gig,36,0,C,Digital ads,1065
C000853,Semi-urban,Mid,Salaried,24,0,A,Digital ads,1038
C000854,Rural,Mid,Self-employed,36,0,B,Digital ads,1457
C000855,Rural,Mid,Salaried,28,1,B,Partner-embedded,875
C000856,Urban,Mid,Informal,23,1,B,Digital ads,1112
C000857,Semi-urban,Low,Salaried,22,0,A,Digital ads,1504
C000858,Rural,Low,Gig,34,1,B,Organic,137
C000859,Urban,Low,Gig,46,1,C,DSA,847
